category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,87.62076377868652,219.32873845100403
llc_references,37698331.638554215,341016556.3849765
llc_misses,3196192.168674699,16095950.751173709
instructions,860911754.6506023,8754008387.122066
cycles,1141193149.7228916,7300073380.84507
gpu_core_util,202.85542168674698,79.55868544600939
gpu_core_freq,6500.0,6500.0
gpu_emc_util,42.04819277108434,25.859154929577464
gpu_emc_freq,9330.0,9330.0
