category,SparkGPULRGpu,SparkDSLRCpu
runtime,35.53427267074585,39.3690459728241
llc_references,102559978.37142856,100123895.41025642
llc_misses,823589436.1142857,781662433.1282052
instructions,1904565399.0857143,1795075167.6410255
cycles,3604952297.9142857,3516843239.4102564
gpu_core_util,0.22857142857142856,0.10256410256410256
gpu_core_freq,1122.0,1122.0
gpu_emc_util,5.142857142857143,4.923076923076923
gpu_emc_freq,1600.0,1600.0
