category,SparkDSLRCpu,GpuKMeansBatchGpu
runtime,44.65877103805542,60.2500946521759
llc_references,100374818.86574075,107485363.97260275
llc_misses,799332677.5231482,864505079.8287672
instructions,1857901700.347222,1987025071.9178083
cycles,3588623327.824074,3689449907.7739725
gpu_core_util,0.9027777777777778,4.178082191780822
gpu_core_freq,5610.0,5610.0
gpu_emc_util,26.481481481481485,24.81164383561644
gpu_emc_freq,8000.0,8000.0
