category,ntail-sphinx,GpuKMeansBatchCpu
runtime,42.59503126144409,58.62283778190613
llc_references,96426960.11363637,52691090.60218978
llc_misses,29099377.72727273,8332910.456204379
instructions,1432075421.193182,991433733.3576642
cycles,3978370951.7897725,1714337800.6751823
gpu_core_util,0.5965909090909092,0.6386861313868614
gpu_core_freq,5303.153409090909,5604.306569343066
gpu_emc_util,24.261363636363637,20.2007299270073
gpu_emc_freq,9330.0,9330.0
