r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
122442745,1018152425,2272754249,3735604219,0,1300,0,1866
116622843,916183627,2042154831,3639767112,0,1300,1,1866
133067668,1035394110,2236714027,4062392809,0,1300,1,1866
125417774,1131698043,2513704080,4014145223,0,1300,1,1866
127591240,1123728868,2455604904,4015594021,0,1300,1,1866
126339341,1094136318,2421796122,4031920924,0,1300,1,1866
133161690,1043785578,2300486848,4060194494,0,1300,2,1866
109221685,1072274328,2731270629,3803393079,0,1300,2,1866
132006595,1048386576,2500073271,4023712042,0,1300,2,1866
133863182,1026455800,2364509183,4024742665,0,1300,2,1866
118053203,1268244416,3328417891,4032861641,0,1300,2,1866
92930470,1093099533,2938353345,3894199236,0,1300,2,1866
124295971,1264717561,3081227807,4042841365,0,1300,2,1866
122590119,1054879508,2479647283,3816081432,0,1300,2,1866
109699507,1141787289,2931996044,3835712567,0,1300,2,1866
106951435,1151587996,3306463351,4035002027,0,1300,2,1866
137844195,1018093951,2312864498,3966651854,0,1300,2,1866
125022432,1224551801,2850747574,4032759453,0,1300,2,1866
111390747,874166518,1948091212,3374709070,0,1300,2,1866
125052177,981914120,2153167869,3814867420,0,1300,2,1866
94262489,823034651,1932060534,3220442591,0,1300,2,1866
102432474,841422885,1919311909,3420850337,0,1300,2,1866
118878963,832181844,1882806631,3768662082,0,1300,2,1866
108777084,927809968,2141978483,3530666876,0,1300,2,1866
137295357,838916269,1855970415,3682913716,0,1300,2,1866
142829881,757634116,1658220990,3819312679,0,1300,2,1866
105260963,845237153,1980236408,3579411170,0,1300,2,1866
113932889,789344683,1781705509,3523530928,0,1300,2,1866
110583257,985487783,2260078633,3766342631,0,1300,2,1866
113056814,797197400,1786033001,3538656914,0,1300,2,1866
135875253,977622575,2163092486,3942710581,0,1300,2,1866
107181219,804682816,2087132934,3950505238,0,1300,2,1866
136051064,950935749,2123209010,4030200431,0,1300,2,1866
136856780,949062486,2144863910,4016996230,0,1300,2,1866
153381743,820571366,1868302307,4017528228,0,1300,2,1866
142687410,916831537,2081821855,4087411832,0,1300,2,1866
56042418,449235309,1026981979,1844872684,0,1300,2,1866
