llc_references,llc_misses,instructions,cycles
30106540,745,2059022877,718685081
30123741,732,2059044204,718687079
30136121,772,2059407526,718705297
30106847,933,2058511417,718368004
30134039,715,2059507870,718689108
30112533,703,2059769746,718683440
30126327,839,2059585654,718664816
30133294,826,2059471046,718633055
30113482,781,2058521863,718360555
30136679,926,2059892524,718692588
30128142,723,2060166917,718687925
30136506,774,2060783244,718685746
30147525,804,2061049913,718701884
30138844,917,2059622312,718351980
30132615,688,2060880989,718690668
30143001,616,2060846477,718694816
30142637,559,2061077219,718695212
30154322,777,2061028257,718701488
30143480,1217,2059461054,718316990
30142437,873,2061479271,718700526
30152018,775,2061309980,718686130
30166856,751,2061331574,718685456
30158815,723,2061689639,718704794
30147250,891,2060589146,718364343
30155095,670,2061783646,718702810
30150624,676,2062092273,718689737
30151861,744,2061689427,718662828
30163157,924,2061949690,718707403
30154599,889,2061116507,718366190
30175585,795,2062277334,718711524
30161764,645,2062455365,718688404
30175573,852,2062501221,718689029
30168343,878,2062722777,718705879
30164752,1014,2061501453,718339493
30174284,643,2062910914,718704366
30166769,831,2062705869,718678270
30185014,693,2062913432,718693592
30174481,784,2062904420,718701537
30178048,898,2061997331,718369282
30164022,722,2062911980,718698842
30170167,631,2062821975,718696148
30179426,828,2062916450,718691469
30176297,796,2062859207,718708547
30150963,932,2061407858,718366054
30174337,1061,2062119716,718650213
30166390,797,2062891118,718692356
30164867,780,2062299017,718665885
30167358,1009,2062504310,718692014
30155081,804,2061174899,718369316
30168277,747,2062088201,718697410
27156326,479445,3287101040,1286403248
58328022,6741,4049795903,1422383947
58334376,4982,4051001931,1422475437
58286385,4568,4051600460,1422229881
58306024,4025,4054337511,1422570803
58263573,3794,4053047991,1421959785
58312046,3252,4055716079,1422630268
58268239,3194,4055960341,1422427439
58304654,3127,4055875743,1422258149
58290413,2910,4057103119,1422589541
58275214,2888,4055716790,1422115063
58330618,2705,4058002909,1422640738
58292049,2670,4058526524,1422637941
58311786,2756,4057460073,1422247587
58880762,2453,4099653470,1436814630
58884038,2468,4098517084,1436449525
58283374,2507,4058397872,1422399260
58310565,2227,4059083526,1422373872
58285793,2301,4058684094,1422216407
58315892,2171,4060731445,1422643688
58276346,2669,4058518181,1421937188
58897902,2104,4102421882,1437078188
58922647,1874,4103122496,1437028268
58891953,2229,4102215751,1436501406
58923506,1820,4105108512,1437012983
58902304,2021,4104259556,1436481106
58943783,1892,4107005839,1437046920
58935586,1923,4107116435,1436665319
58932803,1883,4107957162,1436601308
58385822,2057,4069089383,1422617755
58342696,1868,4067023034,1421708083
49321290,1771,3653831417,1422637568
30112674,1120,2542838611,1194971578
30092698,872,2056853543,718367282
30101293,813,2058288282,718693689
30107283,847,2058343509,718685595
30116276,811,2058577471,718650346
30113237,762,2058868686,718708099
30106576,746,2057937929,718376783
30109508,758,2058947941,718695810
30122390,757,2059267441,718683178
30134967,726,2059421136,718689966
30125061,788,2059327904,718696232
30113596,849,2058752013,718358512
30128328,1245,2059475279,718691928
30129533,739,2059733177,718655013
30130944,948,2059213586,718621797
30131304,762,2060097085,718695085
30121565,721,2059065679,718374058
30133422,856,2060189672,718702072
30122836,739,2060114994,718656998
30133275,709,2060646336,718686799
30140765,713,2060658742,718687245
30109143,876,2059552712,718370158
30152993,656,2060764225,718689584
30138869,726,2060847555,718660123
30148397,744,2061146702,718667578
30140699,770,2061142798,718695444
30134245,731,2060286869,718379059
30149813,774,2061285564,718725782
30157300,645,2061225402,718672994
30162413,665,2061482083,718691346
30153532,811,2061420447,718704897
30133949,796,2060354820,718345227
30153763,634,2061284925,718647736
30169714,807,2061699347,718690911
30174025,718,2061728760,718691453
30162360,744,2061773580,718689636
30146256,813,2060696478,718374768
30151345,1113,2061363137,718695345
30165830,783,2062258796,718657625
30160605,747,2062159072,718691151
30171379,961,2061854221,718647607
30156136,1030,2061337033,718374617
30176601,703,2062540526,718706162
30179049,867,2062547638,718662335
30179020,723,2062786455,718669467
30174458,786,2062692784,718697292
30152076,854,2061869649,718389964
30182029,860,2062996030,718705891
30183073,641,2062990613,718689377
30179589,746,2062929171,718688893
30187292,959,2062771886,718706827
30159719,989,2061584670,718367247
30172114,703,2062694803,718713470
30164350,990,2062081990,718697856
30168421,653,2062797574,718699319
30175196,926,2062667822,718710597
30155864,819,2061441615,718383101
30160299,1010,2062238517,718655920
30165498,722,2062322383,718695825
22745722,481393,2390242556,1025785956
52777651,6563,4252030334,1436949222
58901761,5730,4089930496,1436708782
58294627,4888,4051688536,1422569218
58265797,4204,4050773238,1421915291
58274884,4171,4053341370,1422499228
58275768,3557,4054500007,1422586385
58286847,3794,4053121484,1422062221
58872725,3373,4097090853,1436976126
58869554,3166,4096341231,1436494395
58877267,2941,4098713925,1437087841
58876737,2702,4098664960,1436947043
58874138,2881,4097960081,1436665194
58898302,2724,4099624599,1437008926
58869711,2724,4097562565,1436354879
58320915,2416,4058520040,1422577629
58323152,2334,4059466237,1422631485
58302876,2281,4058710356,1422281934
58309684,2447,4059875350,1422592413
58294868,2209,4058300039,1422024551
58320387,2037,4060404231,1422616655
58323649,2174,4060754823,1422674708
58332394,2256,4059671312,1422233351
58335677,1930,4059992780,1422249732
58291960,1998,4059130995,1421931342
58340909,2201,4061898160,1422361915
58327756,1902,4063693257,1422672417
58913938,1961,4105386525,1436719184
58364300,1938,4065769998,1422597426
58327694,1849,4065256720,1422055940
58379215,1786,4068036080,1422643383
29691364,1020,2754042273,1422657450
30081815,854,2057015218,719156955
30086832,1377,2057195968,718639976
30084734,889,2057515917,718690099
30090996,800,2057673987,718687972
30107061,805,2057997343,718703227
30078199,849,2057210863,718372958
30098801,886,2058306961,718691581
30095532,732,2058448082,718688279
30110473,835,2058548713,718697389
30108245,807,2058975973,718696555
30085526,1050,2057926824,718373023
30130285,768,2059546722,718704658
30123088,845,2059495039,718688186
30120027,914,2059443476,718657802
30128604,834,2059752752,718705120
30113447,780,2058921138,718385048
30143653,800,2059806659,718676510
30132928,659,2060188808,718686820
30146414,621,2060249004,718689562
30134706,801,2060335549,718704882
30133004,975,2059556213,718365037
30138644,831,2060723388,718698954
30152906,681,2060945693,718691549
30146148,689,2060904892,718679977
30142275,851,2060690093,718680652
30145323,914,2060172579,718368180
30158966,670,2061342271,718696876
30154547,1294,2061097060,718628040
30153028,698,2061222992,718685395
30160029,708,2061428868,718706365
30136381,878,2060812590,718383321
30157751,658,2062383470,718693196
30161085,974,2061604480,718681082
30165019,807,2062013855,718659513
30173302,736,2062081736,718689875
30141311,755,2061299564,718373538
30169572,813,2061995508,718701278
30178743,625,2062464703,718686504
30168075,756,2062505429,718692936
30165788,724,2062475259,718686169
30165439,792,2061660856,718358281
30163712,846,2062550442,718703529
30185861,728,2062624556,718691601
30144000,3559,2059879890,718717238
30173514,910,2062597858,718729957
30157232,803,2062029241,718362201
30178419,819,2062959092,718661850
30169367,643,2062933596,718695208
30200175,696,2063413938,718691797
30175146,801,2062991121,718684872
30157498,822,2061924409,718376014
30167045,658,2062445183,718698036
30170840,742,2062814239,718710791
30169582,1119,2062091512,718607448
30178595,832,2062280565,718690971
30156605,764,2061805745,718391444
30172663,904,2062266674,718642841
30169905,680,2062506535,718698761
28445116,95136,2045196736,765953488
36480783,370006,3787150758,1420355509
58323092,5992,4047567014,1422034966
58300035,4909,4050995055,1422546076
58305347,4238,4050901547,1421979609
58305690,3849,4053620051,1422651112
58312488,3591,4054709527,1422703672
58259716,3371,4054154844,1422293332
58314922,3230,4054976888,1422383573
58252285,3073,4054236261,1422044781
58304077,2810,4056444064,1422392885
58279979,2878,4057735036,1422712047
58291472,3039,4056354366,1422315040
58272560,2696,4058543952,1422545875
58863157,2712,4098075519,1436353321
58284132,2763,4058897439,1422561587
58334323,2485,4059779470,1422694757
58276047,2442,4057936655,1422159102
58335569,2356,4060387904,1422591496
58289631,2180,4058645558,1422101993
58321407,2066,4060751256,1422616102
58907707,2734,4101358833,1436821989
58147027,2081,4050923319,1419167030
58205560,2180,4054181493,1420061043
58201148,2077,4053455698,1419619753
58245544,1911,4056997914,1420617133
58270474,1920,4059547121,1421011511
58261801,1970,4058523697,1420581737
58362256,2009,4065045987,1422575403
58316159,1775,4064941128,1422029437
58390672,1853,4068021882,1422660905
58962503,1622,4110740682,1437081719
40881224,1448,3282201519,1436727070
30093404,992,2317090350,973181338
30088311,828,2057492925,718666654
30095792,810,2057602531,718638690
30099325,842,2058178628,718666735
30097049,903,2057203423,718384949
30106513,1340,2058223306,718693714
30111943,765,2058457781,718654644
30120429,798,2059060293,718686448
30111204,709,2059212193,718682044
30101846,836,2058269547,718364963
30112259,693,2059186472,718694654
30121697,964,2059296381,718659622
30125280,667,2059520909,718693503
30119857,891,2059412955,718683059
30117544,1117,2058402099,718318776
30137651,829,2060130717,718691327
30142482,807,2060045594,718653186
30146428,798,2060459073,718688438
30148823,896,2060317359,718687324
30115566,963,2059296399,718373797
30140322,706,2060580028,718697980
30136530,834,2060585154,718657993
30143289,721,2060986418,718680049
30164267,814,2061226936,718685596
30125572,796,2060134149,718378680
30155567,732,2060867709,718696002
30150042,935,2061054515,718686283
30159101,630,2061691247,718682115
30161131,668,2061770020,718687940
30145706,828,2060602478,718361590
30167225,958,2061577128,718699957
30166159,1009,2061593626,718659887
30151556,567,2061955495,718690986
30163531,828,2061708636,718690482
30143389,812,2060818874,718367404
30164938,845,2062190607,718702074
30170170,695,2062053410,718660495
30169979,680,2062057173,718693714
30172527,743,2062445493,718687096
30169069,855,2061643899,718380603
30165236,1048,2062326985,718641291
30180345,792,2062518639,718700567
30191080,762,2062788820,718662921
30166752,758,2062497484,718688959
30151590,755,2061740346,718368817
30181590,801,2062805858,718697378
30176843,739,2062961724,718691354
30186172,742,2063014310,718689991
30179012,712,2062847598,718679350
30158114,860,2061979150,718354651
30179367,659,2062745451,718646830
30180489,781,2062739052,718691135
30183870,631,2063087048,718686126
30169851,908,2062630279,718686655
30165537,781,2061638760,718367905
30181646,846,2062463899,718651388
30160270,652,2062398901,718691886
30165821,683,2062080339,718696271
29939185,60609,2051569302,728894717
31060789,415215,3811528267,1436363020
58364496,6369,4050601429,1422375573
58308448,5051,4051192823,1421965684
58924127,4374,4095836159,1437027911
58902326,3861,4096136129,1436918253
58883876,3465,4096100430,1436624183
58894239,3506,4098038356,1437039461
58887451,3927,4095667106,1436197876
58896412,3076,4098726682,1437041466
58838075,2985,4095316155,1435758355
58884299,2978,4098700919,1436614508
58889981,2703,4100586261,1437008910
58903470,2922,4098635696,1436452755
58866747,2507,4100150117,1436611650
58925499,2459,4101401361,1437110205
58704670,2362,4086124877,1431820680
58887292,2473,4101221112,1436791460
58286866,2190,4058297759,1421985149
58328592,2217,4060093218,1422362705
58328440,1996,4061555533,1422635145
58339470,2204,4060301833,1422287815
58910420,2039,4103385473,1436967741
58892864,2036,4102487581,1436434475
58932400,1976,4106340677,1437046869
58947837,1961,4107056878,1437076993
58320038,1972,4065474619,1422223466
58377379,1929,4067773076,1422638086
58326776,1935,4066147249,1422016383
58390860,1744,4069469576,1422612484
58371049,1593,4070145103,1422469355
58395286,1850,4069595552,1422249335
48308063,1774,3610866205,1424057179
30108059,1039,2513913124,1166729959
30094534,1251,2057607445,718598197
30110536,866,2058379261,718688156
30082936,784,2057330883,718358840
30108966,839,2058593018,718674026
30123875,721,2058573652,718686702
30126215,711,2058731889,718680091
30111739,753,2058989011,718682074
30101537,836,2058334858,718365574
30126764,723,2059096954,718674552
30122195,721,2059208408,718687210
30109583,796,2059367408,718665708
30124631,814,2059673995,718689247
30118136,733,2058858019,718372149
30123950,844,2059835047,718704220
30124197,631,2060223983,718683826
30132779,753,2060087049,718691283
30142011,720,2060490716,718687752
30129006,800,2059440881,718341585
30138873,873,2060491650,718693961
30138668,810,2060620034,718654893
30139906,646,2060829087,718686640
30146764,730,2061084431,718687248
30146841,668,2060188773,718386438
30148733,808,2060858147,718669836
30158840,650,2061369319,718688502
30152634,711,2061217031,718698452
30155198,1108,2060728032,718641220
30135187,790,2060560677,718379875
30169775,621,2061453034,718695388
30164918,732,2061525866,718676798
30146931,809,2061532381,718666678
30166200,802,2061358797,718685666
30136562,812,2060620885,718376108
30161533,810,2061898421,718701146
30159462,700,2062155828,718691042
30170643,685,2062624161,718687032
30173769,768,2062541227,718689630
30146058,838,2061268711,718376772
30164370,760,2062275958,718641179
30160435,736,2062519487,718691137
30166881,677,2062989792,718700346
30167893,925,2062573964,718683318
30158658,690,2061840345,718369693
30176662,1150,2062533725,718708272
30194530,633,2062690864,718720746
30168885,793,2062614255,718684235
30165314,741,2063076173,718692085
30156508,824,2061893119,718366079
30179789,701,2062943825,718702728
30173582,726,2062947527,718699990
30180520,673,2062879658,718672668
30178107,851,2062620510,718689400
30160218,1004,2061504424,718315381
30162048,987,2062539975,718714947
30194494,652,2062667717,718720429
30173449,818,2062690522,718688763
30165990,718,2062467105,718692735
30166893,821,2061655104,718371196
30161998,722,2062384409,718701979
24786113,73443,1693864422,603313419
