llc_references,llc_misses,instructions,cycles
22924351,340691,3186936639,1345179616
58989066,4233,4090844495,1437443125
58906554,3097,4090057346,1436701118
58878821,3077,4090937661,1436456098
58876657,2539,4094253117,1436961403
58877794,2342,4094899242,1436991307
58879249,2269,4095698298,1436913080
58871135,2019,4095822694,1436622840
58865190,1869,4095944693,1436478526
58880880,2027,4098288310,1437060514
58877079,1779,4098157305,1436942683
58878782,1975,4098478114,1436764921
58292545,1800,4056957850,1422331303
58862628,2104,4097266729,1436290554
58906295,2235,4099323622,1436733232
58898656,2227,4100036980,1436970371
58290082,2230,4059140826,1422586339
58308375,2185,4058118800,1422130394
58878913,1844,4099695383,1436470156
58297460,1944,4060140711,1422611692
58910714,1727,4102222019,1437021313
58904930,1992,4102528077,1437003739
58320062,2029,4059019201,1422031865
58287842,1840,4059200734,1421920970
58266697,3045,4055105072,1421047265
58893324,4535,4100446540,1436260110
58356516,2137,4064888078,1422487809
58335374,1819,4064904201,1422225363
58353702,1915,4065630821,1422018823
56064312,1989,3960963961,1422603095
30090211,895,2714867781,1364202964
30099189,817,2057626698,718711984
30070383,942,2056629499,718367700
30096110,722,2058308351,718686976
30099971,767,2058099072,718696782
30099667,868,2058134992,718663846
30102911,845,2058644617,718710045
30064487,799,2056300084,717959257
30064294,673,2056140328,717874869
30091213,726,2056822469,717911350
30123211,705,2059375645,718684350
30100177,945,2057466247,718235450
30099929,797,2058521570,718388843
30127004,690,2059394629,718640551
30100921,758,2058568340,718319722
30128140,701,2059751960,718705611
30125736,762,2059805622,718709023
30120846,851,2058937117,718380635
30132973,657,2059979093,718637686
30146380,677,2060710774,718716025
30120865,1261,2058526841,718225323
30128199,717,2060781450,718711246
30122774,838,2059361721,718376056
30146078,949,2060415520,718633850
30140592,737,2060639553,718664905
30147593,785,2060694138,718666922
30135955,840,2060781221,718707743
30136059,764,2060154119,718379568
30158925,789,2060928260,718636779
30145717,640,2061200635,718676074
30157982,1107,2061425605,718687207
30151342,963,2061400444,718710938
30150949,707,2060308610,718358108
30160170,735,2061367392,718639492
30158710,575,2061768317,718674668
30153944,684,2061703864,718711399
30162942,874,2062338325,718712562
30164335,631,2061057188,718376985
30169170,654,2061929057,718640061
30183632,689,2062128164,718671613
30164164,567,2062461047,718687817
30184682,885,2062313699,718709820
30158848,615,2061825968,718380069
30164535,587,2062423996,718638848
30163430,697,2061760141,718307131
30186277,690,2062510899,718674991
30168706,1384,2062112623,718653889
30169508,734,2061764071,718389744
30170672,580,2062603941,718642085
30174979,734,2062824025,718674585
30188559,487,2063044984,718689458
30184303,800,2062728426,718712781
30173061,639,2061761820,718367957
30171595,665,2062677457,718644546
30181111,645,2062522467,718673358
30159215,511,2062365577,718707119
30163286,821,2062267733,718713853
30161938,779,2061217869,718383284
30170599,566,2062066690,718643331
30183428,699,2062041234,718678436
30078886,59208,2052169105,725494180
31787240,417013,3775809544,1435255158
58335940,6754,4048082518,1422072382
58325141,4958,4050284519,1422041326
58300342,4379,4052853309,1422431447
58320898,4046,4054248364,1422625673
58905104,3893,4096565803,1437100935
58288028,3584,4054452811,1422192070
58295410,3195,4054277985,1421933266
58292757,3001,4056207726,1422439150
58867493,2908,4098501293,1436902439
58335821,3073,4057784777,1422701959
58272852,3348,4056349751,1422091804
58286302,2778,4056147611,1421964805
58290719,2564,4058481442,1422446245
58315473,2422,4059254988,1422719004
58306327,2645,4059889864,1422697525
58878016,2300,4099944443,1436461366
58302738,2234,4058851720,1421976396
58310798,2252,4060670025,1422583672
58309438,2028,4061089754,1422633712
58905870,2386,4102420137,1436939273
58335925,2066,4060552728,1422223689
58294354,2139,4059961653,1422113822
58339470,2112,4062426780,1422363266
58331565,1892,4065019916,1422610608
58374597,1942,4065830922,1422712749
58917520,1887,4106978122,1436595228
58946239,1788,4107608034,1436503672
58957537,1749,4109919909,1436927793
58982225,1706,4111434780,1437071538
51763048,1915,3781328713,1437146077
30083368,1020,2599087799,1253004445
30104770,785,2057996210,718686123
30078648,707,2057985218,718688908
30107917,758,2058274478,718688270
30104400,770,2058235003,718708273
30087567,909,2057470373,718374754
30121625,1291,2057825736,718575632
30116677,772,2058828030,718689808
30114216,656,2059167508,718685446
30120298,781,2059086105,718701914
30107664,762,2058468605,718374897
30114595,770,2059318905,718685816
30121260,633,2059657248,718688436
30115466,953,2059351199,718665835
30135344,723,2060011548,718704822
30121412,812,2058962915,718390925
30133016,717,2059493024,718632208
30139441,702,2059857526,718689755
30131929,685,2060062066,718686299
30128749,981,2059838176,718649229
30127187,721,2059224476,718368134
30137740,763,2060690096,718691282
30137952,700,2060831421,718691004
30151204,820,2061005605,718705044
30146858,818,2060897171,718705033
30121793,688,2060309911,718379171
30153231,732,2060940645,718633183
30143030,692,2061140655,718693666
30147659,731,2061231250,718688798
30156232,804,2061499689,718706641
30139192,679,2060666485,718381701
30153956,986,2061699172,718688980
30157262,903,2061158493,718607618
30165712,829,2061503572,718665495
30156362,811,2061866564,718707350
30144555,832,2060847830,718375782
30153964,631,2061886260,718638196
30180646,732,2062219513,718665241
30161340,718,2061973662,718689222
30178597,928,2062191156,718705085
30146028,809,2061312523,718363439
30170019,747,2062487458,718690784
30168132,756,2062535068,718688292
30170625,684,2062896663,718708400
30169502,753,2062661697,718703761
30165594,867,2061922545,718365812
30182859,739,2062876482,718639122
30176844,754,2063168254,718689655
30180992,685,2062968094,718692524
30186356,832,2063102996,718704164
30163884,913,2061826417,718373493
30174636,667,2062690608,718674856
30183030,681,2063025923,718688818
30172222,796,2062835741,718670162
30159990,741,2062529775,718707358
30156610,814,2061669928,718380719
30163914,1124,2061825666,718635218
30172939,725,2062459134,718662951
30160414,1042,2061855425,718635938
30158833,889,2062346206,718712794
28730075,73567,2044075657,757481487
33977117,397919,3883282162,1436106671
58344946,6326,4049072415,1422316617
58322938,4971,4052611178,1422706994
58910832,4597,4094397244,1436804019
58302328,3972,4053155724,1422137038
58273334,3569,4053136812,1422050484
58302935,3446,4054899206,1422296426
58281979,3143,4056578680,1422642949
58265696,3268,4052966836,1421346662
58881456,3003,4096612342,1436533257
58359562,2934,4053753640,1422120264
58477357,2841,4047096882,1422455070
58500806,2754,4048457474,1422653616
58500152,2663,4047947791,1422500840
59084352,2513,4088992182,1436621630
59070453,2504,4088393526,1436419248
58477195,2374,4052564159,1422584531
58880377,2201,4101248036,1436870682
58900068,2300,4102233008,1437088775
58899034,2384,4101239289,1436618304
58867992,1961,4101129579,1436527824
58910783,2092,4102632983,1436939569
58922421,2035,4104236494,1437123796
58920160,2563,4104118575,1436958931
58310866,2307,4063088841,1422119876
58332487,2457,4061742682,1421650712
58948947,2162,4107299280,1436862379
58966268,1681,4109487458,1437132654
58938660,1715,4108570168,1436534903
58379797,1947,4068300632,1422229019
34490261,1265,2979089690,1426154864
30099389,802,2163560219,823703327
30089217,922,2058038160,718668308
30097091,714,2058069915,718699490
30084446,856,2057194226,718364171
30099862,930,2058284719,718646581
30104045,737,2058505046,718700304
30097348,701,2058845820,718691862
30103210,830,2058833538,718699319
30097567,772,2057688914,718361478
30115370,729,2059140512,718685184
30111302,706,2058982506,718684639
30103680,744,2059172266,718693763
30123322,882,2059162836,718701506
30112543,891,2058820147,718374619
30117890,861,2059497643,718632132
30122319,725,2059614905,718686482
30121148,643,2059883823,718684222
30137006,823,2060091214,718700119
30122214,1456,2058803936,718313657
30118624,691,2060097697,718686358
30132535,677,2060457923,718687158
30133362,821,2060204832,718660134
30146225,841,2060442120,718698574
30121464,829,2059830124,718376104
30143835,750,2060661463,718636800
30138568,687,2061027893,718686154
30140261,670,2060979640,718689790
30143985,814,2059757544,718312389
30142757,803,2060260122,718389827
30152637,730,2061333595,718694860
30162941,793,2061550052,718690043
30163702,791,2061490536,718723664
30152682,805,2061691721,718697787
30144927,779,2060926100,718376324
30169783,745,2062082899,718689746
30165333,634,2061821865,718688690
30171391,632,2062155489,718689931
30164324,731,2061888898,718699457
30165156,892,2061149489,718374947
30163458,770,2062457372,718673996
30167650,700,2062480863,718685280
30179823,871,2062130344,718662287
30174064,818,2062324689,718704180
30152525,901,2061482562,718377937
30167745,1204,2062150253,718622531
30174011,694,2062584290,718684074
30182146,687,2062875267,718689138
30190097,995,2062961769,718703952
30169357,680,2062301944,718362391
30190375,751,2062892591,718698409
30182413,649,2063030818,718701047
30178245,744,2062922475,718710166
30180840,867,2062587857,718700757
30150256,680,2061878127,718368540
30165180,868,2062479245,718639879
30159201,772,2062593758,718693549
30163385,654,2062348872,718694018
30151870,898,2061819282,718698773
30143477,753,2061113212,718381105
30178894,826,2062447978,718695785
22728652,479679,2594487294,1078072637
54347843,7010,4213676396,1436539870
58943959,5530,4093082615,1437107444
58893069,4988,4093963987,1436614735
58916389,4209,4095492688,1436993641
58272682,3975,4053350254,1422033769
58905715,3645,4096833861,1436899235
58898912,3296,4098103397,1437113256
58883801,3403,4097390787,1436619078
58928951,2983,4099982924,1437127870
58875613,3412,4096112870,1435892262
58900005,2804,4100282814,1437116210
58792939,2808,4091924237,1433984856
58326367,2768,4058302122,1422120412
58306064,2472,4059424237,1422501913
58281730,2409,4057403493,1421851263
58335151,2099,4060116459,1422450271
58244707,2684,4056166903,1421267959
58291550,2289,4059224553,1422102837
58907106,2039,4102771938,1437007211
58886206,2117,4101196237,1436373717
58925257,2246,4102893910,1437046614
58910021,2003,4104003294,1437101490
58896763,1847,4104217760,1436656756
58919531,2067,4106242427,1436927417
58906248,2058,4104389463,1435898754
58962031,1806,4108212948,1436587584
58964585,1833,4110480088,1437121917
58957092,1855,4110087820,1436644464
58974986,1822,4112577043,1437099242
58968979,1879,4111709633,1436471803
44026870,1576,3428022904,1437119678
30102424,930,2396287478,1050212588
30095800,757,2057475291,718378563
30114797,878,2058573065,718689288
30117957,811,2058697924,718683339
30108564,1334,2058327659,718631123
30121262,741,2059028183,718698078
30101610,925,2057955663,718374552
30126005,673,2059220762,718635266
30122666,839,2059490994,718684772
30133581,812,2059720995,718670315
30131046,829,2059767235,718691621
30118818,791,2058904365,718371370
30129646,741,2060063740,718636171
30117504,730,2060046860,718665981
30129577,767,2060221482,718687917
30144401,707,2060041355,718691949
30125491,756,2059340893,718372342
30153454,732,2060396936,718636185
30136717,778,2060356633,718631175
30100301,2656,2057354339,718290251
30142512,836,2060954494,718725174
30130367,717,2059806111,718372579
30154205,1083,2060655286,718634979
30134775,630,2060795870,718673468
30145605,661,2061298966,718688843
30152306,663,2061371590,718693699
30145582,762,2060421674,718378472
30153092,738,2061362278,718695922
30173402,654,2061412728,718681274
30161853,696,2061297941,718665483
30142562,1368,2059781101,718635278
30147479,663,2059226310,718362017
30150433,845,2060214902,718642066
30140228,739,2058402307,718681805
30145457,726,2058673622,718702100
30136876,872,2059019323,718716279
30122668,931,2058515925,718358711
30147372,742,2059059771,718652335
30139662,836,2059556230,718691691
30147604,756,2059981783,718704015
30137417,902,2059399548,718713534
30130922,739,2059329520,718372841
30150369,977,2059423533,718720146
30145139,760,2059469795,718744597
30160049,858,2061291604,718716009
30171465,651,2062918563,718709397
30153138,898,2061553437,718392841
30176554,934,2062721419,718661218
30185309,772,2062942737,718678903
30183374,813,2062915312,718671605
30188022,869,2063105046,718694357
30171233,721,2062190115,718382189
30177292,761,2062641470,718643460
30174514,655,2063144861,718687124
30166892,768,2063057597,718692948
30163891,843,2062714521,718696821
30155854,1172,2060891315,718316196
30177923,690,2062410687,718643684
30153159,778,2062351690,718711188
30168104,642,2062319862,718706858
30158865,832,2062079990,718684204
24908747,286154,2036183327,855953088
40694908,190510,4204883430,1436761635
58314780,6179,4046855970,1421599511
58297284,4736,4052132038,1422649302
58306665,4154,4053589684,1422678463
58270779,4098,4053083561,1422142374
58874090,3686,4096609268,1436899534
58864543,3383,4095868196,1436458849
58887340,4023,4096563516,1436782194
58898036,3021,4098141589,1437067430
58875507,2955,4097938437,1436655914
58876471,2803,4098849075,1436889398
58872562,2746,4097864194,1436513554
58885460,2640,4100537404,1437077316
58899807,2605,4100893186,1437115421
58885693,2591,4099412021,1436670418
58910550,2407,4101612658,1437095541
58885788,2337,4099431454,1436460646
58900082,2355,4102010942,1437119797
58903998,2294,4101405920,1436843770
58321562,2247,4059391972,1422101899
58308246,2078,4060245432,1422307944
58305552,2191,4059053352,1421824445
58317770,2018,4061732453,1422638594
58291418,2101,4058185263,1421280177
58906499,2097,4103694554,1436547974
58343826,2024,4065047050,1422618699
58352309,1965,4064441819,1421991997
58333728,1950,4067408136,1422600944
58371816,1889,4068682620,1422690066
58939019,1785,4110211133,1436678967
38080902,1441,3138698630,1422159629
30097894,861,2260464968,918749455
30099417,850,2057658537,718689394
30092222,1343,2057729337,718631338
30087931,933,2056884058,718340808
30110600,741,2058364150,718689100
30101806,728,2058414432,718682620
30103584,882,2058446657,718685103
30111323,727,2058715016,718703533
30097895,865,2057671969,718360043
30113944,794,2059211626,718697296
