r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
25858345,254816955,615445784,736747041,0,1300,0,1866
32917626,256875205,558395644,758345446,0,1300,0,1866
28135715,214803737,488553973,651629830,0,1300,0,1866
18910474,176219785,416477518,497814779,0,1300,0,1866
33545422,282654877,632619489,822551760,0,1300,0,1866
36805868,288288601,646554200,851682998,0,1300,0,1866
48596463,333002128,753113205,1001733413,0,1300,0,1866
46182252,320567972,701825580,1041523410,0,1300,0,1866
55553596,356862368,841109350,1077158093,0,1300,0,1866
47132455,426120663,862785319,1033322115,0,1300,0,1866
37536071,369749867,894971513,1015116598,0,1300,1,1866
35105855,200793300,435332044,664295116,0,1300,1,1866
33966846,234650000,527852996,726725845,0,1300,1,1866
26389544,223917718,709568902,823542550,0,1300,1,1866
33922813,191736579,417038231,645945282,0,1300,1,1866
49561095,289277015,622933933,944450113,0,1300,1,1866
53885892,288505761,634056942,1028283151,0,1300,1,1866
50281954,315405866,671777921,1024025011,0,1300,1,1866
61464271,357987809,764356330,1230452553,0,1300,1,1866
62735544,373536204,804858811,1205103654,0,1300,1,1866
31531721,254121466,597399355,743943642,0,1300,1,1866
22384583,174873942,411815049,530491553,0,1300,1,1866
19400172,155091603,370417638,469592507,0,1300,0,1866
30352924,252105087,570943204,727220354,0,1300,0,1866
46671577,313474801,706210296,991798453,0,1300,0,1866
42824176,269428372,604537310,904335367,0,1300,0,1866
36103723,258216738,593276591,814096027,0,1300,0,1866
49307701,365304041,775819725,967535004,0,1300,0,1866
33339020,313334318,751028657,905125232,0,1300,0,1866
37426781,364699041,819216656,985589640,0,1300,0,1866
45758833,372325139,840146562,1107648245,0,1300,0,1866
45778484,342781689,745024889,895199037,0,1300,0,1866
38966647,375603700,868800586,1014943979,0,1300,0,1866
47854110,328480590,722785171,1059318928,0,1300,0,1866
56446246,420112802,922731060,1244475470,0,1300,1,1866
42863259,389734969,898142311,1105991149,0,1300,1,1866
30110870,202345835,439952523,655755734,0,1300,1,1866
39638771,307958232,660157355,926463147,0,1300,1,1866
36165184,268984655,597383463,805324645,0,1300,1,1866
29222052,283629665,621354659,803273285,0,1300,0,1866
10422448,131264430,315308709,430697056,0,1300,0,1866
20608086,202376303,460906435,619524495,0,1300,0,1866
12944805,148569791,345827874,468751008,0,1300,0,1866
28248960,234840344,501440939,697069223,0,1300,0,1866
48220193,407253670,889552418,1166803539,0,1300,0,1866
17110829,237681822,936741484,932141443,0,1300,0,1866
51202914,304002150,652404918,1041215274,0,1300,0,1866
52376285,387003242,836725564,1162225359,0,1300,0,1866
38971684,302721940,655724276,907259451,0,1300,0,1866
24076520,252259884,562432634,717715781,0,1300,0,1866
19442422,230172352,515866615,635256950,0,1300,0,1866
5879222,122567078,285751714,353847570,0,1300,0,1866
6220584,124597430,290361572,360668476,0,1300,0,1866
55114028,343615262,751101540,1133320560,0,1300,0,1866
63502824,410992681,900901868,1215197037,0,1300,0,1866
43570509,423637109,1003315700,1060860847,0,1300,0,1866
47308903,334323172,725784061,998674623,0,1300,0,1866
50642366,271559381,606093571,961157261,0,1300,0,1866
62375287,359861714,775479515,1199593106,0,1300,0,1866
53399114,409862416,924658144,1150021084,0,1300,1,1866
49346173,407363051,906417418,1158742876,0,1300,1,1866
55739545,343806449,742870664,1155233476,0,1300,1,1866
57636914,339148485,743404800,1151334322,0,1300,1,1866
61275502,365442134,770589860,1211393995,0,1300,1,1866
49994715,392245124,886585926,1137156139,0,1300,1,1866
55070014,385822135,838790416,1200402772,0,1300,1,1866
60073316,402019585,872689238,1265439081,0,1300,1,1866
47579509,551888795,1240203570,1115557526,0,1300,1,1866
48754612,444523417,1036401944,1126016907,0,1300,1,1866
61890702,428979645,959423273,1285413084,0,1300,1,1866
54539705,380329617,838925891,1186015494,0,1300,1,1866
58018912,362565664,813798439,1148330816,0,1300,1,1866
55167005,339255489,770701690,1091829316,0,1300,1,1866
52358901,391482656,898641402,1167820918,0,1300,1,1866
58738115,413062459,932258775,1241082450,0,1300,1,1866
51150204,356030085,789727902,1143756882,0,1300,1,1866
65787265,394062343,840470014,1211510815,0,1300,1,1866
50003096,470324390,1125713998,1226975803,37,1300,1,1866
50589506,400404146,891134469,1162613704,0,1300,1,1866
53251958,353113129,819588945,1144047744,0,1300,1,1866
65743474,374008833,815690070,1256292838,0,1300,1,1866
56131158,350868991,774735981,1103100209,0,1300,1,1866
58269810,326564238,720736564,1107625325,0,1300,1,1866
52997508,393942540,875850683,1165856854,0,1300,1,1866
43693044,356102884,814758269,1013089096,0,1300,1,1866
46082950,372679393,853218349,1070456774,0,1300,1,1866
47908115,325490505,720936257,1033028997,0,1300,1,1866
43412002,295934823,653214805,937819629,0,1300,1,1866
49977144,409370471,951138504,1146874006,0,1300,1,1866
18426813,219420323,510340696,517816462,0,1300,1,1866
6061344,90899354,232995429,224540942,0,1300,0,1866
