r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
24875651,195360970,418251066,574016774,0,1300,0,1866
32546624,271371205,587251085,764335967,0,1300,0,1866
32369981,252194866,568041812,750167739,0,1300,0,1866
35829654,277615679,603466113,796835501,0,1300,0,1866
43568551,395590632,875977956,1059491814,0,1300,0,1866
34194988,275406788,617105783,809124497,0,1300,0,1866
31252835,232037684,522259746,696304133,0,1300,0,1866
29146890,218135703,485282206,652032668,0,1300,0,1866
33930068,234761357,508175858,722864751,0,1300,0,1866
36799216,255978523,541895778,780242827,0,1300,0,1866
37121409,283159107,609659713,830576841,0,1300,0,1866
52553124,442911718,953990865,1209984565,0,1300,0,1866
51355125,454890804,986277189,1228237608,0,1300,0,1866
53647762,473829458,1035410315,1280425600,0,1300,0,1866
51276056,449049372,970837865,1227243206,0,1300,0,1866
54618881,435430835,960680643,1230252445,0,1300,0,1866
52546527,428897698,928384843,1193750422,0,1300,0,1866
55719478,431801349,977960965,1237976581,0,1300,0,1866
55566911,437645022,936185575,1258226009,0,1300,1,1866
55138359,453086271,982564249,1212528073,0,1300,1,1866
48058667,413230689,948555402,1156137477,0,1300,1,1866
55128909,426086616,914518524,1201414984,0,1300,1,1866
50100723,435620725,972320718,1200217375,0,1300,1,1866
42077424,338320459,737063830,962815360,0,1300,1,1866
32932572,285108307,616214732,778628354,0,1300,1,1866
49942970,411317272,893896526,1156671196,0,1300,1,1866
54740827,420554842,931205307,1182343990,0,1300,1,1866
47156173,359741701,784717007,1065323389,0,1300,1,1866
46986714,378952636,854861071,998301584,0,1300,1,1866
22117170,367525766,1252046459,1201662853,0,1300,1,1866
43637512,356755613,890742378,1027862855,0,1300,1,1866
37356470,346545132,853420422,948153387,0,1300,1,1866
56725439,429494535,935482557,1102894360,0,1300,1,1866
48726935,400798626,933263129,1155576617,0,1300,1,1866
39887975,352928982,751212440,957275125,0,1300,1,1866
44818760,312963209,689821517,942939547,0,1300,1,1866
50682691,400777506,879269584,1156447945,0,1300,1,1866
52330758,387472697,864426612,1067266531,0,1300,1,1866
46419982,402627213,932155106,1105113898,0,1300,1,1866
45096085,431751451,1052136003,1151182664,0,1300,1,1866
51197365,472541781,1228950052,1082057348,0,1300,1,1866
42771127,461905179,1213714558,1125780396,0,1300,1,1866
46995289,456805928,997331049,1182986854,0,1300,1,1866
51094192,423827884,893687907,1203521747,0,1300,1,1866
21366958,204941112,486103602,554813324,0,1300,1,1866
20082514,304079428,787880072,822629531,0,1300,0,1866
30544435,351413223,1209905289,1219997506,0,1300,0,1866
44206739,463190577,1088761146,1149958197,0,1300,0,1866
38746419,460506929,1143818486,1089436714,0,1300,0,1866
53220001,445101952,1010386941,1218441416,0,1300,0,1866
52501275,412281112,873073139,1190616076,0,1300,0,1866
45255602,433008981,974725254,1087551192,0,1300,0,1866
25452038,237984242,546516986,645420656,0,1300,0,1866
22383406,184689729,408800640,535457263,0,1300,0,1866
23347101,205612894,478210973,570165236,0,1300,0,1866
31955039,270308861,620267920,759105378,0,1300,0,1866
30930127,281656722,670791084,746901933,0,1300,0,1866
34851044,373308497,1080792256,1140563168,0,1300,0,1866
38934564,490905178,1256470346,1106383201,0,1300,0,1866
26673342,325854092,1257535726,1287862543,0,1300,0,1866
48509977,458333136,1017880684,1184778195,0,1300,0,1866
49943024,422650907,897616509,1174659166,0,1300,0,1866
29182724,234661133,517400362,668664274,0,1300,0,1866
49765533,353499442,782612787,1076718088,0,1300,0,1866
52582641,343968630,771548395,1057013911,0,1300,0,1866
56370301,496408145,1051829847,1189084658,0,1300,0,1866
37784757,385965331,967555245,1024336445,0,1300,0,1866
44303587,357102816,803756617,1022033932,0,1300,0,1866
23283241,215414808,466449507,586200729,0,1300,0,1866
38587414,276649206,608985561,841163618,0,1300,0,1866
29752356,214633871,480630036,647986804,0,1300,0,1866
30789974,248117865,547241400,710413685,0,1300,0,1866
20907839,153066898,349263741,472157605,0,1300,0,1866
29476985,211444174,455655495,654191877,0,1300,0,1866
33422495,298830043,654223159,792774734,0,1300,0,1866
52439622,387108015,821605687,1122426539,0,1300,0,1866
23548918,184268173,434659224,549140245,0,1300,0,1866
37450234,315189919,692232875,900755575,0,1300,0,1866
17419281,144751114,336367031,429205525,0,1300,0,1866
19442067,142473843,330541817,451860307,0,1300,0,1866
34126341,271836019,600770580,790270036,0,1300,0,1866
