category,ssd-eval-vgg-gpu-dynamic,ssd-train-vgg-cpu
runtime,86.0624144077301,454.6685531139374
llc_references,56779877.7184466,67990040.72747748
llc_misses,3899196.019417476,3319155.644144144
instructions,492116802.657767,4359524077.882883
cycles,1200337006.0558252,3502243203.119369
gpu_core_util,217.71844660194176,39.14414414414415
gpu_core_freq,6500.0,6500.0
gpu_emc_util,41.44417475728155,9.533783783783784
gpu_emc_freq,9330.0,9330.0
