category,ssd-eval-vgg-gpu-dynamic,ssd-train-vgg-cpu
runtime,107.63735771179199,120.35154128074646
llc_references,50937618.27111985,254853930.93803787
llc_misses,4881963.880157171,12680404.793459551
instructions,390737044.3811395,7685677983.864027
cycles,1144966784.2337916,6435054349.139415
gpu_core_util,167.57367387033398,142.26333907056798
gpu_core_freq,6500.0,6500.0
gpu_emc_util,37.23968565815324,34.81927710843374
gpu_emc_freq,9330.0,9330.0
