r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
60234193,437350068,1018505619,1785316043,0,1300,0,1866
59354659,417248544,1004250641,1827757669,0,1300,0,1866
59734293,343449660,768984498,1671436117,0,1300,1,1866
43385098,349482119,796850694,1290118416,0,1300,1,1866
43543549,358873764,818246269,1347597650,0,1300,1,1866
49602940,404479350,918659723,1528443351,0,1300,1,1866
51069715,368052270,882021892,1446158144,0,1300,1,1866
54670208,422462761,975745081,1598981080,0,1300,2,1866
55121271,611807271,1857989790,2295729289,0,1300,2,1866
64530178,443896948,1057100354,1683881260,0,1300,2,1866
48252286,404383654,1053677303,1511021602,0,1300,2,1866
49818263,467085434,1288704155,1444351943,0,1300,2,1866
50793892,675026024,2075423891,2463031536,0,1300,2,1866
40743760,590544379,1772618128,1530928946,0,1300,2,1866
73826556,626651844,1532729360,2121844684,0,1300,2,1866
107225393,1135329998,2949269662,3778291177,0,1300,1,1866
105913867,1178848935,3306675911,3952111027,0,1300,1,1866
82956551,636956143,1436009399,2402457767,0,1300,1,1866
57618333,560229607,1320012060,1744845365,0,1300,1,1866
71806527,543963625,1202738482,2003008326,0,1300,1,1866
69464446,539096657,1201629879,2037919161,0,1300,1,1866
71529419,598976473,1301487344,2012026232,0,1300,1,1866
67005736,554293285,1244016617,2160119539,0,1300,1,1866
91236658,803274145,1875347774,3060169769,0,1300,1,1866
95580719,798010276,1835344894,3148637828,0,1300,1,1866
113439894,833463031,1901457320,3707745350,0,1300,1,1866
115653328,948704755,2187252967,3573608822,0,1300,1,1866
136784786,853028156,1889145590,3600535565,0,1300,1,1866
137244184,761432107,1645685334,3756622273,0,1300,1,1866
102397687,820623512,1911968019,3335162198,0,1300,1,1866
102041789,713719199,1617547731,3076647498,0,1300,2,1866
100885000,951287432,2228262241,3505554875,0,1300,2,1866
111881285,813308961,1808036329,3416001851,0,1300,2,1866
138509162,1012641777,2207287868,3836892682,0,1300,2,1866
101717835,854182768,2177707931,3739175384,0,1300,2,1866
118582485,953752821,2123968712,3781904230,0,1300,2,1866
133903644,950619381,2082646562,3978095482,0,1300,2,1866
149224994,936601850,2055144120,3980176998,0,1300,2,1866
139969575,897695024,2059535280,3951543670,0,1300,2,1866
147254351,977431350,2243605133,3986376472,0,1300,2,1866
22109707,190108611,451187664,804391785,0,1300,2,1866
