category,SparkDSLRCpu,GpuKMeansGpu
runtime,39.44150257110596,51.3463294506073
llc_references,100111261.51282051,108270029.43137255
llc_misses,784693775.7179487,843639451.4901961
instructions,1808067969.0769231,1931258915.1568627
cycles,3550452515.3333335,3676680741.9215684
gpu_core_util,0.15384615384615385,0.7647058823529411
gpu_core_freq,1122.0,1122.0
gpu_emc_util,5.461538461538462,5.019607843137255
gpu_emc_freq,1600.0,1600.0
