category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,65.51945471763611,69.77465653419495
llc_references,45074791.86305732,85565772.41641337
llc_misses,3757951.576433121,4689279.012158055
instructions,463158516.21019113,2557635755.288754
cycles,1014340452.6273885,2150613907.218845
gpu_core_util,273.6464968152866,251.99088145896656
gpu_core_freq,6500.0,6500.0
gpu_emc_util,49.20382165605096,47.537993920972646
gpu_emc_freq,9330.0,9330.0
