category,ssd-eval-vgg-gpu-large,ssd-train-vgg-cpu
runtime,106.98635911941528,408.20019245147705
llc_references,70388739.96138996,75479233.72681704
llc_misses,3584465.2606177605,3708597.2631578944
instructions,513486694.7200772,4959891859.754386
cycles,1381849898.2432432,3990253752.982456
gpu_core_util,161.82432432432432,43.50877192982456
gpu_core_freq,6500.0,6500.0
gpu_emc_util,31.361003861003862,9.75438596491228
gpu_emc_freq,9330.0,9330.0
