category,ssd-train-vgg-gpu,ntail-xapian
runtime,25.83040142059326,36.63042998313904
llc_references,38542200.34188034,138198162.70186335
llc_misses,6777305.982905982,24061838.695652172
instructions,601639594.5299146,3071158091.8322983
cycles,1136067027.8632479,3988447881.1490684
gpu_core_util,267.47863247863245,193.91304347826087
gpu_core_freq,6500.0,6500.0
gpu_emc_util,88.46153846153847,74.00621118012423
gpu_emc_freq,9330.0,9330.0
