category,SparkGPULRCpu,GpuKMeansBatchGpu
runtime,29.522376775741577,55.36838626861572
llc_references,106957903.93103448,109321129.2
llc_misses,826094959.6551725,870439079.0545454
instructions,1906384650.6206896,1981797810.3090909
cycles,3579903007.137931,3625724697.8545456
gpu_core_util,0.1724137931034483,0.43636363636363634
gpu_core_freq,1122.0,1122.0
gpu_emc_util,5.0344827586206895,4.3090909090909095
gpu_emc_freq,1600.0,1600.0
