category,SparkDSLRCpu_bg_core(4-5),"SparkDSLRCpu_fg_core(0,3)"
runtime,43.56529951095581,44.387876987457275
llc_references,103058791.54761904,99227315.88372093
llc_misses,822617128.3809524,789144760.5813954
instructions,1895355038.2619047,1819712179.7674417
cycles,3670408638.309524,3569313668.27907
gpu_core_util,0.47619047619047616,0.41860465116279066
gpu_core_freq,5610.0,5610.0
gpu_emc_util,26.738095238095237,26.6046511627907
gpu_emc_freq,8000.0,8000.0
