category,ssd-eval-vgg-gpu-dynamic,ssd-train-vgg-cpu
runtime,86.92564034461975,395.10519337654114
llc_references,59866649.9045346,77821115.96373057
llc_misses,3936519.3556085923,3878729.323834197
instructions,483044879.4391408,4954069421.435233
cycles,1251273582.326969,3983595046.665803
gpu_core_util,195.4653937947494,41.84974093264248
gpu_core_freq,6500.0,6500.0
gpu_emc_util,38.579952267303106,10.207253886010363
gpu_emc_freq,9330.0,9330.0
