category,ntail-xapian,GpuKMeansBatchCpu
runtime,41.74433493614197,193.65738487243652
llc_references,124517787.30978262,69681821.43769968
llc_misses,24208500.489130434,16396767.342917997
instructions,2676503120.978261,2151213717.71033
cycles,3471683748.0163045,2642312988.4984026
gpu_core_util,0.4619565217391304,0.5378061767838126
gpu_core_freq,6500.0,6500.0
gpu_emc_util,34.076086956521735,19.121405750798722
gpu_emc_freq,9330.0,9330.0
