category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,64.97497963905334,528.4525876045227
llc_references,45243009.22580645,72252771.3801781
llc_misses,3499517.919354839,3478579.066976384
instructions,466223212.983871,4491715708.474642
cycles,990831804.9193548,3600845216.5543942
gpu_core_util,275.80645161290323,35.061943476577625
gpu_core_freq,6500.0,6500.0
gpu_emc_util,51.62903225806452,8.3778552071235
gpu_emc_freq,9330.0,9330.0
