category,SparkGPULRCpu,SparkDSLRCpu
runtime,29.482743978500366,37.32994079589844
llc_references,102412727.5862069,105355065.48648648
llc_misses,829074294.8275862,826850579.2432432
instructions,1905582824.8275862,1909160211.4594595
cycles,3623052731.413793,3619339707.0540543
gpu_core_util,0.13793103448275862,0.16216216216216217
gpu_core_freq,1122.0,1122.0
gpu_emc_util,5.448275862068965,4.891891891891892
gpu_emc_freq,1600.0,1600.0
