category,ntail-img-dnn,GpuKMeansBatchGpu
runtime,38.46028423309326,47.467747926712036
llc_references,218897474.33734939,53843818.47926267
llc_misses,48344608.28313253,9731901.912442397
instructions,2057274909.7891567,1022627116.2903225
cycles,3804959338.5240965,1874790135.62212
gpu_core_util,1.5662650602409638,1.0368663594470044
gpu_core_freq,1672.9518072289156,2760.115207373272
gpu_emc_util,43.493975903614455,37.096774193548384
gpu_emc_freq,9330.0,9330.0
