category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,65.50815892219543,287.29505920410156
llc_references,44696535.44871795,65705556.18214286
llc_misses,3577526.987179487,3127658.3071428575
instructions,468186857.11538464,3997165995.9892855
cycles,988327567.2916667,3229037775.6214285
gpu_core_util,281.0416666666667,63.86785714285714
gpu_core_freq,6500.0,6500.0
gpu_emc_util,52.21153846153846,13.289285714285715
gpu_emc_freq,9330.0,9330.0
