category,ssd-eval-vgg-gpu-medium,ssd-train-vgg-cpu
runtime,111.91443872451782,122.61413979530334
llc_references,54603475.280373834,250032701.35135138
llc_misses,4866143.626168224,12595773.192567566
instructions,406848716.23364484,7575517852.271959
cycles,1201232817.5140188,6316617708.648648
gpu_core_util,158.12149532710282,142.0777027027027
gpu_core_freq,6500.0,6500.0
gpu_emc_util,36.42056074766355,34.560810810810814
gpu_emc_freq,9330.0,9330.0
