category,GpuKMeansBatchGpu,SparkGPULRCpu
runtime,54.329264402389526,65.85735940933228
llc_references,116093139.27203065,52103348.93220339
llc_misses,897119056.7432951,426742278.7457627
instructions,2049330064.099617,984163418.779661
cycles,3710285897.413793,1752350134.4576273
gpu_core_util,9.042145593869732,12.898305084745763
gpu_core_freq,2802.739463601533,3114.169491525424
gpu_emc_util,20.3639846743295,19.83050847457627
gpu_emc_freq,8000.0,8000.0
