category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,75.16881823539734,82.97709441184998
llc_references,39175305.168067224,281916086.2907268
llc_misses,4004574.8179271705,14020848.020050125
instructions,383756670.86834735,7765777549.849625
cycles,916645666.3305323,6553331216.403508
gpu_core_util,221.98879551820727,195.4636591478697
gpu_core_freq,6500.0,6500.0
gpu_emc_util,49.411764705882355,46.416040100250626
gpu_emc_freq,9330.0,9330.0
