category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,65.87650418281555,244.70449686050415
llc_references,44752959.968354434,64644487.81223805
llc_misses,3625443.575949367,3163410.8340318524
instructions,464667173.4968355,3830132762.510478
cycles,988845384.8734177,3092864372.036882
gpu_core_util,305.253164556962,79.63537300922044
gpu_core_freq,6500.0,6500.0
gpu_emc_util,64.65189873417722,18.558256496227997
gpu_emc_freq,9330.0,9330.0
