category,ssd-eval-vgg-gpu-large,ssd-train-vgg-cpu
runtime,109.0827407836914,204.06872391700745
llc_references,68718770.65714286,77325983.23766364
llc_misses,3650818.5428571426,4009861.2940584086
instructions,508591201.68571424,4896407283.872105
cycles,1373256327.0190477,3966990316.8076534
gpu_core_util,166.1809523809524,87.65861027190333
gpu_core_freq,6500.0,6500.0
gpu_emc_util,29.495238095238093,16.520644511581068
gpu_emc_freq,9330.0,9330.0
