category,ssd-eval-vgg-gpu-large,ssd-train-vgg-cpu
runtime,110.07980751991272,270.89503359794617
llc_references,69572249.86842105,58454243.650492795
llc_misses,3964927.9511278197,2994722.028051554
instructions,523235601.1466166,3539706020.6937075
cycles,1404262560.3101504,2858651506.929492
gpu_core_util,163.63721804511277,66.61106899166035
gpu_core_freq,6500.0,6500.0
gpu_emc_util,35.629699248120296,15.826383623957543
gpu_emc_freq,9330.0,9330.0
