category,ntail-sphinx,GpuKMeansBatchCpu
runtime,44.700711250305176,86.4375410079956
llc_references,90396027.57062146,77459102.7294686
llc_misses,29054242.542372882,17620480.712560385
instructions,1341425752.8248587,1913294066.835749
cycles,3900980322.2316384,2833634866.4975843
gpu_core_util,0.7344632768361582,0.6159420289855073
gpu_core_freq,6500.0,6500.0
gpu_emc_util,28.78531073446328,21.871980676328505
gpu_emc_freq,9330.0,9330.0
