category,SparkDSLRCpu,GpuKMeansGpu
runtime,44.848233699798584,56.93587827682495
llc_references,91419638.04147466,107925731.92028986
llc_misses,726945969.7465438,851823190.6702899
instructions,1694466483.064516,1974151544.7644928
cycles,3291070876.912442,3717889408.786232
gpu_core_util,0.5990783410138248,1.105072463768116
gpu_core_freq,5610.0,5610.0
gpu_emc_util,27.11981566820277,24.764492753623188
gpu_emc_freq,8000.0,8000.0
