category,SparkDSLRCpu,GpuKMeansBatchGpu
runtime,43.30316877365112,61.49959182739258
llc_references,102009503.18181819,109135212.95986623
llc_misses,823522895.1913875,850580717.70903
instructions,1917886832.9425838,1938658138.0936456
cycles,3665938452.9425836,3665210690.635452
gpu_core_util,0.5741626794258373,8.729096989966555
gpu_core_freq,5610.0,5610.0
gpu_emc_util,28.995215311004785,26.187290969899664
gpu_emc_freq,8000.0,8000.0
