category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,62.418447732925415,67.37037301063538
llc_references,45503622.37458193,37544116.921875
llc_misses,3208859.1973244147,2523578.796875
instructions,466034370.8862876,817803809.3125
cycles,977964542.7759197,744709727.453125
gpu_core_util,282.44147157190633,250.984375
gpu_core_freq,6500.0,6500.0
gpu_emc_util,51.020066889632105,48.234375
gpu_emc_freq,9330.0,9330.0
