category,GpuKMeansBatchGpu,GpuKMeansBatchCpu
runtime,55.73126578330994,115.08520555496216
llc_references,109700114.64552239,51976907.33766234
llc_misses,866312213.5261195,684464918.0797774
instructions,1976037852.9104476,1720523617.115028
cycles,3595159836.884328,2064450948.858998
gpu_core_util,18.917910447761194,10.23191094619666
gpu_core_freq,2131.60447761194,3874.6846011131724
gpu_emc_util,20.093283582089555,15.278293135435991
gpu_emc_freq,8000.0,8000.0
