category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,65.08850240707397,316.42250323295593
llc_references,44753029.56730769,72374416.73039533
llc_misses,3542346.875,3402055.476344783
instructions,473305296.25,4111230534.6629944
cycles,990997256.1378205,3311295529.160726
gpu_core_util,262.8044871794872,54.98703823720027
gpu_core_freq,6500.0,6500.0
gpu_emc_util,52.17948717948718,12.52754374594945
gpu_emc_freq,9330.0,9330.0
