category,ntail-img-dnn,GpuKMeansBatchGpu
runtime,38.52931833267212,62.43204140663147
llc_references,206860903.01829267,101373243.18181819
llc_misses,48438447.40853659,19599232.407407407
instructions,1940752138.0792685,1839652140.6565657
cycles,3865977768.9329267,3580413269.478114
gpu_core_util,0.6402439024390244,4.62962962962963
gpu_core_freq,6500.0,6500.0
gpu_emc_util,48.01829268292683,34.51178451178451
gpu_emc_freq,9330.0,9330.0
