r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
62979613,456931411,1055308333,1836729203,0,1300,0,1866
60175688,417417024,1007093068,1866321731,0,1300,0,1866
64199749,398832769,887172352,1797586413,0,1300,1,1866
42907868,349950970,811099394,1292817411,0,1300,1,1866
43314736,332688365,762758873,1276432154,0,1300,2,1866
45842184,372244140,845298589,1409642021,0,1300,2,1866
48984143,360417424,851375061,1404722523,0,1300,2,1866
60766466,477904451,1100277121,1731150579,0,1300,2,1866
55149649,608709577,1860535444,2296020798,0,1300,2,1866
50420327,330393410,764169367,1388722741,0,1300,2,1866
57271225,473727790,1201306906,1786666331,0,1300,2,1866
44072346,518272578,1526587498,1473347130,0,1300,2,1866
47481565,640602035,1989782186,2365092209,0,1300,2,1866
42956943,507977111,1518937230,1407887610,0,1300,2,1866
72543578,546867464,1310244422,1956495418,0,1300,2,1866
108183391,1085488501,2759100293,3623569246,0,1300,2,1866
114017496,1225445842,3011733419,3980406011,0,1300,2,1866
87156586,549903241,1328566880,2152159004,0,1300,2,1866
66252648,553832263,1322870707,1788921096,0,1300,2,1866
80467398,592843432,1307129776,2337890508,0,1300,2,1866
117924706,959783266,2117512251,3518561789,0,1300,2,1866
109153992,870457180,1955710755,3475464981,0,1300,2,1866
101932547,869235149,1998002291,3289684471,0,1300,2,1866
109643644,793300259,1828193208,3529822960,0,1300,2,1866
103177069,924166433,2149574589,3409891577,0,1300,2,1866
116692462,799083190,1811901560,3383484628,0,1300,2,1866
134743381,795976911,1756194779,3558612478,0,1300,2,1866
112805994,761197693,1722721936,3255095306,0,1300,2,1866
111385116,809026194,1837014487,3636135305,0,1300,2,1866
113629361,911519146,2089674712,3651261531,0,1300,2,1866
113197087,1027231131,2404578922,3812081740,0,1300,2,1866
115233424,907852778,1997323213,3637831327,0,1300,2,1866
120000098,1039269193,2361850930,3830642564,0,1300,2,1866
73360711,962451160,2313748083,3198323208,0,1300,2,1866
127557823,975433660,2238587872,3729233769,0,1300,2,1866
125449410,908850433,2009152847,3686062379,0,1300,2,1866
148588215,1140640288,2668559269,4010355356,0,1300,2,1866
141824215,950257453,2126661734,3951387128,0,1300,2,1866
129448622,1189694856,2675168821,3807241784,0,1300,2,1866
145211980,908410815,2021911921,3965587649,0,1300,3,1866
140750051,1104499608,2377673319,3968333367,0,1300,3,1866
138318075,1081733754,2398637993,3877303463,0,1300,3,1866
143118202,959065446,2181377739,3990820834,0,1300,3,1866
133365028,1014707379,2304188003,3767011309,0,1300,3,1866
124395306,1022832750,2229339966,3702932213,0,1300,3,1866
122461099,999547630,2233793232,3745974188,0,1300,4,1866
121896277,992770421,2238652711,3763966973,0,1300,4,1866
128481413,1028493183,2294060628,3794506011,0,1300,4,1866
119489360,1176658311,2774801523,3788765307,0,1300,4,1866
116659305,1037003109,2334111052,3592703900,5,1300,4,1866
108348063,1024532350,2329693179,3508690604,4,1300,4,1866
36224515,310003230,718336957,1145294898,0,1300,4,1866
