category,SparkDSLRCpu_bg_core(4-5),"SparkDSLRCpu_fg_core(0,3)"
runtime,39.35980176925659,39.47727036476135
llc_references,101698092.82051282,100920076.87179486
llc_misses,790207858.0256411,789167857.2307693
instructions,1808552634.128205,1813790407.2051282
cycles,3577230721.205128,3558866890.1025643
gpu_core_util,0.20512820512820512,0.3076923076923077
gpu_core_freq,1122.0,1122.0
gpu_emc_util,5.358974358974359,5.358974358974359
gpu_emc_freq,1600.0,1600.0
