category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,65.9881694316864,205.45699858665466
llc_references,43913615.85714285,76419203.83500001
llc_misses,3715641.7142857146,3883683.285
instructions,434281433.2380953,4913922295.79
cycles,980711693.2698412,3977060220.4799995
gpu_core_util,264.6349206349206,79.615
gpu_core_freq,6500.0,6500.0
gpu_emc_util,46.85714285714286,16.07
gpu_emc_freq,9330.0,9330.0
