category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,66.48865175247192,75.2374165058136
llc_references,44382225.14195584,39638408.575418994
llc_misses,3498522.2082018927,2382039.2039106144
instructions,464671129.0378549,1014330501.6340781
cycles,976622626.5930599,896205050.6005586
gpu_core_util,233.29652996845425,258.1145251396648
gpu_core_freq,6500.0,6500.0
gpu_emc_util,51.29337539432177,46.49441340782123
gpu_emc_freq,9330.0,9330.0
