category,ntail-sphinx,GpuKMeansBatchGpu
runtime,42.43344044685364,57.4603226184845
llc_references,97035322.58522727,51077449.62686568
llc_misses,29178530.823863637,8125566.305970149
instructions,1433370740.994318,976425293.1902986
cycles,3986947860.113636,1674089611.641791
gpu_core_util,0.4545454545454546,0.5410447761194029
gpu_core_freq,5981.051136363636,6094.197761194029
gpu_emc_util,23.948863636363637,20.111940298507463
gpu_emc_freq,9330.0,9330.0
