r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
120447328,996687198,2214034737,3709172717,0,1300,0,1866
116315439,936252392,2109483754,3683805686,0,1300,1,1866
134077641,1049505022,2252929809,4097110213,0,1300,1,1866
123791728,1131304094,2518669273,4006994821,0,1300,1,1866
122396547,1121003940,2515395458,4007194755,0,1300,1,1866
122369274,1051786253,2348211611,4027342706,0,1300,2,1866
129496176,1084934190,2392961639,4013743136,0,1300,2,1866
109581108,1086150995,2759335341,3780515691,0,1300,2,1866
135763254,1047277766,2472471982,4063625245,0,1300,2,1866
115803046,1023798460,2359602044,3986803276,0,1300,2,1866
121203795,1270162587,3331457039,4047933577,0,1300,2,1866
92109421,1073584796,2834042966,3874657216,0,1300,2,1866
120185656,1266357239,3139064190,4110362506,0,1300,2,1866
121120768,1126644566,2605560899,3748788643,0,1300,2,1866
113010428,1163668552,2973076079,3870908122,0,1300,2,1866
114320586,1205457078,3221739302,4017551223,0,1300,2,1866
137296789,1051049733,2345389770,3999152700,0,1300,2,1866
122203870,1181716809,2781657261,4019299448,0,1300,2,1866
111361097,901174683,2004151096,3431760574,0,1300,2,1866
122783274,976021216,2152564921,3786148027,0,1300,2,1866
90633132,779618565,1819056155,3024741054,0,1300,2,1866
105221157,896391730,2023060895,3490892777,0,1300,2,1866
124399807,964599088,2204334779,3897114791,0,1300,2,1866
122195303,837116095,1928717662,4044008458,0,1300,2,1866
139282686,969827747,2185539412,3945690911,0,1300,2,1866
145267897,866419814,1879304950,4064255910,0,1300,2,1866
120649236,909066700,2076857581,3940574239,0,1300,2,1866
129970292,832779369,1883858117,3986450738,0,1300,2,1866
106467839,1053117608,2420439927,3871673516,0,1300,2,1866
119801503,953614720,2129466797,3974036891,0,1300,2,1866
117467291,932125028,2036213724,3934510401,0,1300,2,1866
102786985,1025510481,2328243416,3503016516,0,1300,2,1866
112200894,952320129,2367704360,4021244983,0,1300,2,1866
120911230,1063706716,2373787167,3779981661,0,1300,2,1866
106628099,917021911,2040579876,3459064308,0,1300,2,1866
129232786,955824621,2115934731,3923312951,0,1300,2,1866
137000430,895121423,2019306735,3988656222,0,1300,2,1866
139498813,927920403,2124177129,4042016899,0,1300,2,1866
134775732,1209509813,2779059881,4031144000,0,1300,2,1866
143993707,899090933,2024092185,3966031879,0,1300,3,1866
136511651,936590798,2108158762,4044704227,0,1300,3,1866
138160962,922482491,2070115420,4071896740,0,1300,3,1866
167973464,902987149,2063971718,3994220790,0,1300,3,1866
119173585,852965375,2052677555,4013665417,0,1300,3,1866
98143205,784283112,1860650905,3343448788,0,1300,3,1866
