r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
138447710,1186141883,2630977023,4490061306,0,140,0,1866
128947143,992797330,2196436518,4020859017,0,140,1,1866
176334590,1497016604,3230062029,5861477465,0,140,1,1866
212554319,1827869674,3994002998,7204837936,0,140,3,1866
214214963,1721624975,3731361275,7049681758,0,140,3,1866
200290341,1633419510,3576872050,6660043702,0,140,4,1866
184857849,1596031755,3775674380,6281424153,0,140,4,1866
154525377,1363573231,3252006771,5059616029,0,140,4,1866
202316397,1545102692,3425334220,6131520520,0,140,3,1866
184644051,1943208527,4644155455,6833230798,0,140,3,1866
135880471,1559698696,4015492587,5536083930,0,140,3,1866
208481910,1889019470,4329356935,6791831523,0,140,3,1866
158755524,1380232910,3204494056,5310539818,0,140,3,1866
167204336,1883538205,5111162426,6641682932,0,140,3,1866
208085594,1360330433,2967924104,5957771622,0,140,3,1866
156889350,1574923998,3566191563,5393981525,0,140,3,1866
123008498,959674834,2115963483,3789905973,0,140,3,1866
145115258,1210745757,2667940841,4684250335,0,140,3,1866
101293434,872357511,2011932063,3409489751,0,140,3,1866
139042716,1109494267,2480616939,4897471960,0,140,2,1866
124711671,1077295047,2488270888,4134818877,0,140,2,1866
127439120,864249363,1948900973,3748581354,0,140,3,1866
186616013,1133107754,2451360956,5386645991,0,140,3,1866
121705220,870343558,1981954418,3813948994,0,140,3,1866
142840380,1037914324,2343102797,4907918978,0,140,3,1866
139535750,1269294999,2848680596,4730803442,0,140,3,1866
135810486,1078480178,2408527182,4469801287,0,140,3,1866
171773761,1242528512,2728351802,5486215105,0,140,3,1866
121620481,1312346328,2976525746,4465183443,0,140,3,1866
155885408,1195553071,2911115491,5424707402,0,140,3,1866
102992919,1084076826,2425921108,3755963924,0,140,3,1866
206728938,1467657676,3270117525,6083956523,0,140,3,1866
181907247,1334109964,2938424891,5840405521,0,140,3,1866
206792947,1400016757,3098463475,6543037465,0,140,3,1866
208381103,1738275528,3957534078,6844132208,0,140,4,1866
236639103,1479862622,3257487822,6784161697,0,140,4,1866
246492703,1468266631,3327579713,6800949115,0,140,4,1866
197796460,1443548545,3261177464,6450519569,0,140,5,1866
186636625,1386684681,3120419201,6080389497,0,140,5,1866
188526629,1308456428,2939621902,5956750578,0,140,5,1866
198472800,1478251443,3378371999,5778707919,0,140,5,1866
4381012,55478012,137569900,191004133,0,140,4,1866
