category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,65.10446500778198,135.32255840301514
llc_references,45011928.354838714,59873706.65137615
llc_misses,3480137.7580645164,3002902.8593272166
instructions,457972445.87096775,2780895868.004587
cycles,978127566.5645161,2266489513.9831805
gpu_core_util,293.01612903225805,138.64678899082568
gpu_core_freq,6500.0,6500.0
gpu_emc_util,51.59677419354839,26.299694189602448
gpu_emc_freq,9330.0,9330.0
