category,ssd-eval-vgg-gpu-large,ssd-train-vgg-cpu
runtime,133.3877193927765,166.73230361938477
llc_references,58282646.10410094,272224453.61728394
llc_misses,5315663.454258675,13417015.740740743
instructions,403860685.6230284,7769102964.018518
cycles,1284189579.3454258,6467846112.5
gpu_core_util,128.34384858044163,101.4074074074074
gpu_core_freq,6500.0,6500.0
gpu_emc_util,34.2192429022082,30.27777777777778
gpu_emc_freq,9330.0,9330.0
