category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,64.87868762016296,292.8179244995117
llc_references,44344670.4340836,65214223.1337535
llc_misses,3557005.1286173635,3192133.925070028
instructions,469060289.37299037,4028425298.277311
cycles,986912091.5434084,3251624460.2135854
gpu_core_util,291.89710610932474,61.253501400560225
gpu_core_freq,6500.0,6500.0
gpu_emc_util,51.81672025723473,13.056722689075631
gpu_emc_freq,9330.0,9330.0
