category,ntail-xapian,GpuKMeansBatchGpu
runtime,40.773714542388916,62.026216983795166
llc_references,132186223.8547486,139362810.27210885
llc_misses,24591222.234636873,22834597.789115645
instructions,2776426427.793296,2238891445.4591837
cycles,3549244535.167598,4388804787.006803
gpu_core_util,0.5027932960893855,4.421768707482993
gpu_core_freq,6500.0,6500.0
gpu_emc_util,33.8268156424581,29.43877551020408
gpu_emc_freq,9330.0,9330.0
