category,ssd-eval-vgg-gpu-original,ssd-train-vgg-cpu
runtime,119.67291522026062,249.29047989845276
llc_references,49545940.94736843,298520480.4785479
llc_misses,3956693.3508771933,14245340.808580857
instructions,738261830.0526316,8580298251.06023
cycles,1274888189.7807016,7105216510.614686
gpu_core_util,137.06140350877195,66.91006600660066
gpu_core_freq,6500.0,6500.0
gpu_emc_util,32.824561403508774,23.502475247524753
gpu_emc_freq,9330.0,9330.0
