category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,83.17676138877869,240.73167204856873
llc_references,44554568.198992446,65970973.115384616
llc_misses,3142038.7783375313,3368472.5683760685
instructions,927159818.5390427,4066004383.837607
cycles,1220789331.1083124,3277159843.9871793
gpu_core_util,242.6448362720403,82.08974358974359
gpu_core_freq,6500.0,6500.0
gpu_emc_util,42.015113350125944,15.636752136752136
gpu_emc_freq,9330.0,9330.0
