category,SparkDSLRCpu
runtime,31.418219327926636
llc_references,162496176.0526316
llc_misses,1340432852.6644735
instructions,3089355599.2763157
cycles,5523421839.013158
gpu_core_util,0.39473684210526316
gpu_core_freq,5610.0
gpu_emc_util,17.203947368421055
gpu_emc_freq,8000.0
