category,alexnet-eval-gpu,alexnet-train-cpu
runtime,18.488821506500244,579.6823623180389
llc_references,61418815.22727273,53549173.29925978
llc_misses,10190494.261363637,10103308.477264715
instructions,2250569281.193182,4444803773.05957
cycles,2188067484.943182,3937451050.4476557
gpu_core_util,62.27272727272727,2.493831512160733
gpu_core_freq,6500.0,6500.0
gpu_emc_util,27.10227272727273,8.956644342615439
gpu_emc_freq,9330.0,9330.0
