category,ssd-eval-vgg-gpu-medium,ssd-train-vgg-cpu
runtime,117.61116981506348,122.44221639633179
llc_references,52398450.204262875,259693401.86340642
llc_misses,4882670.328596803,12732419.258010117
instructions,394573017.7531084,7395080410.79258
cycles,1169436359.3516874,6256400873.549747
gpu_core_util,145.75488454706925,141.9139966273187
gpu_core_freq,6500.0,6500.0
gpu_emc_util,35.08880994671403,34.392917369308606
gpu_emc_freq,9330.0,9330.0
