category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,81.29640913009644,204.33754134178162
llc_references,41617824.24164525,77498388.9478958
llc_misses,2946355.964010283,3875518.2515030056
instructions,926491785.5269922,4905720595.681363
cycles,1206662616.9794345,3969504851.467936
gpu_core_util,237.68637532133678,80.96192384769539
gpu_core_freq,6500.0,6500.0
gpu_emc_util,37.609254498714655,15.96693386773547
gpu_emc_freq,9330.0,9330.0
