category,ntail-img-dnn,GpuKMeansBatchGpu
runtime,39.527989864349365,65.16376328468323
llc_references,201283458.8150289,135798069.56451613
llc_misses,46492436.24277457,22892098.661290325
instructions,1894272713.583815,2189994896.225806
cycles,3701514897.630058,4377906904.596774
gpu_core_util,0.5780346820809248,3.967741935483871
gpu_core_freq,6500.0,6500.0
gpu_emc_util,47.16763005780347,35.82258064516129
gpu_emc_freq,9330.0,9330.0
