category,ssd-eval-vgg-gpu-medium,ssd-train-vgg-cpu
runtime,125.44897317886353,256.9439754486084
llc_references,63527277.00826447,61454203.05666401
llc_misses,3862835.9338842975,3256653.8188347965
instructions,807995392.7355372,3729964213.5315247
cycles,1481609436.2231402,3008904010.9098167
gpu_core_util,142.2314049586777,68.22825219473265
gpu_core_freq,6500.0,6500.0
gpu_emc_util,30.471074380165287,15.56664006384677
gpu_emc_freq,9330.0,9330.0
