category,ssd-eval-vgg-gpu-original,ssd-train-vgg-cpu
runtime,105.96219539642334,251.43544125556946
llc_references,56700180.609037325,62667789.3207856
llc_misses,3575898.438113949,3242197.1153846155
instructions,848060084.9508841,3899603460.9942718
cycles,1377779093.3005893,3131105374.8895254
gpu_core_util,173.98821218074656,72.7659574468085
gpu_core_freq,6500.0,6500.0
gpu_emc_util,34.616895874263264,15.511456628477905
gpu_emc_freq,9330.0,9330.0
