category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,64.462331533432,126.87885785102844
llc_references,44001942.60517799,84632292.83739837
llc_misses,3704405.6148867314,4389960.788617887
instructions,444297894.6763754,4795740960.113821
cycles,985476459.1262137,3910351483.1382113
gpu_core_util,248.0097087378641,129.8861788617886
gpu_core_freq,6500.0,6500.0
gpu_emc_util,48.284789644012946,25.42276422764228
gpu_emc_freq,9330.0,9330.0
