category,SparkDSLRCpu,GpuKMeansBatchGpu
runtime,38.44003868103027,55.3187575340271
llc_references,100714323.65789473,108536675.27272727
llc_misses,783073179.7105263,862984763.6
instructions,1791474365.2631578,1978505079.4
cycles,3538945111.9473686,3698907569.2363634
gpu_core_util,0.18421052631578946,0.03636363636363636
gpu_core_freq,1122.0,1122.0
gpu_emc_util,5.184210526315789,4.763636363636364
gpu_emc_freq,1600.0,1600.0
