r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
144435412,1226037969,2721459623,4610311192,0,1300,0,1866
130552169,997808114,2200417805,4071274604,0,1300,1,1866
180070754,1526544403,3276537573,5908292918,0,1300,1,1866
222246082,1791527097,3863517540,7255132932,0,1300,3,1866
218552737,1721208979,3779804988,7063617150,0,1300,3,1866
197921281,1644907084,3554683408,6360495382,0,1300,4,1866
200436425,1595290450,3717139075,6655400525,0,1300,4,1866
159884238,1458148762,3556049683,5495855551,0,1300,4,1866
200804482,1501942459,3297810251,6044677230,0,1300,3,1866
195599866,1927907192,4668657169,6835524273,0,1300,3,1866
147341623,1543723319,3961308156,5714532282,0,1300,3,1866
203206619,1902189508,4377851134,6719229046,0,1300,3,1866
169965698,1459141328,3365868872,5745229526,0,1300,3,1866
149859376,1748128965,5195209769,6449583279,0,1300,3,1866
194306145,1449172958,3148682528,6144369460,0,1300,3,1866
194112447,1727488912,3886826474,6392685162,0,1300,3,1866
126317725,997292558,2206254710,3926857953,0,1300,3,1866
147661437,1194287027,2600128468,4667821474,0,1300,3,1866
100980565,879295086,2068307186,3487884947,0,1300,3,1866
125417505,1024458556,2260474548,4441432658,0,1300,3,1866
142767578,1196065535,2741929844,4811564668,0,1300,2,1866
116253121,798353694,1826240676,3447193782,0,1300,3,1866
179289762,1090146950,2353530408,5134290200,0,1300,3,1866
168416629,1115923405,2465750880,5209204116,0,1300,3,1866
139627853,1075775979,2414665686,4737735083,0,1300,3,1866
149899569,1193933766,2684167391,5169878440,0,1300,3,1866
168722800,1444928735,3249462669,5882248438,0,1300,3,1866
131094213,1012608639,2216571689,4358562603,0,1300,3,1866
164457201,1408064422,3155618046,5473418621,0,1300,3,1866
122911988,1150988618,2867843211,4780557022,0,1300,3,1866
162504405,1168760696,2543646599,5002873759,0,1300,3,1866
216720485,1692805706,3769075114,6745045327,0,1300,3,1866
201401375,1548575707,3428353694,6716463955,0,1300,3,1866
206433258,1730033839,3800705579,6616711969,0,1300,4,1866
189498880,1451498472,3208054421,6101990404,0,1300,5,1866
217644996,1551093659,3465389811,6815471844,0,1300,5,1866
210546518,1739834778,3965913614,7060279373,0,1300,6,1866
209505622,1646268102,3594942659,6368271715,0,1300,5,1866
177143395,1367071807,2999281666,5730854286,0,1300,5,1866
156775113,1269256018,2906266805,5318134255,0,1300,5,1866
139997191,1111775443,2510854483,4450399872,0,1300,5,1866
191565360,1532326382,3435972076,6190151601,0,1300,5,1866
125042064,1158526564,2736255367,4335794485,0,1300,5,1866
180332092,1284937680,2879647012,5307504250,0,1300,5,1866
111197459,1061136321,2438274355,3974239195,0,1300,5,1866
