r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
24831165,193104426,412983934,568705427,0,1300,1,1866
31966563,267367628,577851951,752374068,0,1300,1,1866
33295979,257653725,576402134,773630904,0,1300,1,1866
33066328,256192224,561261475,734538792,0,1300,1,1866
43842074,394904758,897558970,1051281910,0,1300,1,1866
33526500,267730426,602207794,777700655,0,1300,1,1866
28995145,205699334,469760303,631158455,0,1300,1,1866
32510073,258531925,572356647,747525914,0,1300,1,1866
35407294,241188584,515113984,743272658,0,1300,1,1866
39572765,260490579,547131505,813714734,0,1300,1,1866
43658369,342582003,731792150,978919664,0,1300,1,1866
41682742,432664888,932409111,1104248714,0,1300,1,1866
52596140,457799549,989206094,1251207559,0,1300,1,1866
53756098,455457822,995862878,1252976119,0,1300,1,1866
48422427,445361848,975355119,1186185849,0,1300,1,1866
55053385,403709508,861817596,1183630593,0,1300,1,1866
54249573,434184006,980103389,1220380152,0,1300,1,1866
60329875,431941986,933128109,1273514810,0,1300,1,1866
62114258,434821843,940780211,1260148569,0,1300,1,1866
50334313,440553673,993077693,1175596615,0,1300,1,1866
44528782,438575427,978300926,1148254396,0,1300,1,1866
51299263,426873277,929443093,1188469167,0,1300,1,1866
56812314,435035611,948835237,1227513332,0,1300,1,1866
50044689,407889805,898912685,1160801521,0,1300,1,1866
49618885,402220414,877659808,1131751637,0,1300,1,1866
49962913,400673696,877380495,1116268274,0,1300,1,1866
46082247,378396634,822755453,1056510171,0,1300,1,1866
49708884,346169621,782133773,951679437,0,1300,1,1866
27194334,364723715,936265474,988428787,0,1300,1,1866
39654413,313444851,958281121,1127579670,0,1300,1,1866
45455897,343733091,823974136,1072917686,0,1300,1,1866
66403527,441711409,964196284,1142928936,0,1300,1,1866
46877196,417186065,997067027,1131109570,0,1300,1,1866
38748972,352868939,767210098,955883413,0,1300,1,1866
46969506,370903870,788894823,1056228323,0,1300,1,1866
52090499,344060651,801666674,1056409241,0,1300,1,1866
60600466,370952471,852303129,1133015756,0,1300,1,1866
43639786,448660687,978258146,1050149650,0,1300,1,1866
42705562,396597301,984818603,1105458019,0,1300,1,1866
42504353,449484074,1044292586,1117152400,0,1300,1,1866
36319273,467243435,1172335984,1066322245,0,1300,1,1866
47675159,459464935,1096702668,1174993118,0,1300,1,1866
