category,ssd-eval-vgg-gpu-large,ssd-train-vgg-cpu
runtime,118.58453726768494,255.75859832763672
llc_references,70571601.09947644,63050028.3159164
llc_misses,4225826.282722513,3222418.3078778135
instructions,523796866.91099477,3783165424.590032
cycles,1430316897.216405,3052028181.8408356
gpu_core_util,159.63350785340313,72.65675241157555
gpu_core_freq,6500.0,6500.0
gpu_emc_util,32.64397905759162,15.856109324758842
gpu_emc_freq,9330.0,9330.0
