category,ntail-sphinx,GpuKMeansBatchGpu
runtime,44.09268140792847,63.05970621109009
llc_references,92712374.5480226,127013654.5
llc_misses,28955918.418079097,22310246.299999997
instructions,1335865909.6327684,2136548568.6166668
cycles,3885525175.677966,4165022103.333333
gpu_core_util,0.8757062146892656,5.949999999999999
gpu_core_freq,6500.0,6500.0
gpu_emc_util,28.84180790960452,26.683333333333334
gpu_emc_freq,9330.0,9330.0
