category,ntail-img-dnn,GpuKMeansBatchCpu
runtime,37.82999277114868,66.63827013969421
llc_references,208746918.69696972,64977082.31861198
llc_misses,48288564.06060606,14222905.0
instructions,1960338953.8787878,1489200585.725552
cycles,3886358028.515152,2373950422.8233438
gpu_core_util,0.42424242424242425,0.45741324921135645
gpu_core_freq,6500.0,6500.0
gpu_emc_util,48.060606060606055,32.444794952681384
gpu_emc_freq,9330.0,9330.0
